category	group	pg_key	per_chat	type	widget	save_fn	api_route	storage	runtime_consumer	read_fn	status
memory	memory_dream	memory.dream_quiet_check_minutes	true	int		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	summary_memory/dream_worker/nostalgia (hot.get|get_chat_param)	hot.get|get_chat_param	OK
memory	memory_dream	memory.dream_repeat_threshold	true	int		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	summary_memory/dream_worker/nostalgia (hot.get|get_chat_param)	hot.get|get_chat_param	OK
memory	memory_dream	memory.dream_tick_minutes	true	int		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	summary_memory/dream_worker/nostalgia (hot.get|get_chat_param)	hot.get|get_chat_param	OK
memory	memory_dream	memory.dream_tokens_per_day	true	int		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	summary_memory/dream_worker/nostalgia (hot.get|get_chat_param)	hot.get|get_chat_param	OK
memory	memory_dream	memory.dream_window_end_hour	true	int		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	summary_memory/dream_worker/nostalgia (hot.get|get_chat_param)	hot.get|get_chat_param	OK
memory	memory_dream	memory.dream_window_start_hour	true	int		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	summary_memory/dream_worker/nostalgia (hot.get|get_chat_param)	hot.get|get_chat_param	OK
keys	keys_llm	keys.embedding_api_key	false	str		saveKeyItem/saveBlock	/api/config (global, no X-Chat-Id)	bot_settings	llm_client/llm_probe/status_service (hot.get; BYOK — chat_keys)	hot.get	OK
models	models_embeddings	models.embedding_base_url	false	str		saveBlock/saveConfigItem (global:true)	/api/config (global, no X-Chat-Id)	bot_settings	llm_client/llm_probe/status_service/worker_budget (hot.get)	hot.get	OK
models	models_embeddings	models.embedding_dim	false	int		saveBlock/saveConfigItem (global:true)	/api/config (global, no X-Chat-Id)	bot_settings	llm_client/llm_probe/status_service/worker_budget (hot.get)	hot.get	OK
models	models_embeddings	models.embedding_display_name	false	str		saveBlock/saveConfigItem (global:true)	/api/config (global, no X-Chat-Id)	bot_settings	llm_client/llm_probe/status_service/worker_budget (hot.get)	hot.get	OK
models	models_embeddings	models.embedding_fallback2_display_name	false	str		saveBlock/saveConfigItem (global:true)	/api/config (global, no X-Chat-Id)	bot_settings	llm_client/llm_probe/status_service/worker_budget (hot.get)	hot.get	OK
keys	keys_llm	keys.embedding_fallback_api_key	false	str		saveKeyItem/saveBlock	/api/config (global, no X-Chat-Id)	bot_settings	llm_client/llm_probe/status_service (hot.get; BYOK — chat_keys)	hot.get	OK
keys	keys_llm	keys.embedding_fallback_api_key_2	false	str		saveKeyItem/saveBlock	/api/config (global, no X-Chat-Id)	bot_settings	llm_client/llm_probe/status_service (hot.get; BYOK — chat_keys)	hot.get	OK
models	models_embeddings	models.embedding_fallback_base_url	false	str		saveBlock/saveConfigItem (global:true)	/api/config (global, no X-Chat-Id)	bot_settings	llm_client/llm_probe/status_service/worker_budget (hot.get)	hot.get	OK
models	models_embeddings	models.embedding_fallback_display_name	false	str		saveBlock/saveConfigItem (global:true)	/api/config (global, no X-Chat-Id)	bot_settings	llm_client/llm_probe/status_service/worker_budget (hot.get)	hot.get	OK
models	models_embeddings	models.embedding_fallback_model	false	str		saveBlock/saveConfigItem (global:true)	/api/config (global, no X-Chat-Id)	bot_settings	llm_client/llm_probe/status_service/worker_budget (hot.get)	hot.get	OK
models	models_embeddings	models.embedding_model_name	false	str		saveBlock/saveConfigItem (global:true)	/api/config (global, no X-Chat-Id)	bot_settings	llm_client/llm_probe/status_service/worker_budget (hot.get)	hot.get	OK
flags	flags_memory	flags.embed_cache_enabled	true	bool		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	feature_gates/direct_chat_service/workers (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits	limits_memory	limits.embed_cache_max_rows	true	int		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits	limits_memory	limits.embed_cache_ttl_days	true	int		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
flags	flags_module_transcribe	flags.enable_voice_transcription	true	bool		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	feature_gates/direct_chat_service/workers (hot.get|get_chat_param)	hot.get|get_chat_param	OK
keys	keys_search	keys.exa_api_key	false	str		saveKeyItem/saveBlock	/api/config (global, no X-Chat-Id)	bot_settings	llm_client/llm_probe/status_service (hot.get; BYOK — chat_keys)	hot.get	OK
limits	limits_factcheck	limits.factcheck_context_messages	true	int		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits	limits_factcheck	limits.factcheck_cooldown_seconds	true	float		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
flags	flags_module_factcheck	flags.factcheck_enabled	true	bool		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	feature_gates/direct_chat_service/workers (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits	limits_factcheck	limits.factcheck_max_symbols	true	int		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits	limits_memory	limits.full_memory_retention_days	true	int		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits	limits_media_permsoc	limits.gif_interval	true	int		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
reactions	reactions_slavik	reactions.gif_path	true	str		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
reactions	reactions_goodmorning	reactions.goodmorning_media_dir	true	str		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
reactions	reactions_goodmorning	reactions.goodmorning_target_chat_ids	true	json		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
reactions	reactions_goodmorning	reactions.goodmorning_time	true	str		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
reactions	reactions_goodmorning	reactions.goodmorning_tz	true	str		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits	limits_graph	limits.graph_compression_log_retention_days	true	int		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
flags	flags_memory	flags.graph_dedup_enabled	true	bool		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	feature_gates/direct_chat_service/workers (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits	limits_graph	limits.graph_dedup_similarity_high	true	float		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits	limits_graph	limits.graph_dedup_similarity_low	true	float		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits	limits_graph	limits.graph_dedup_weight_bonus	true	float		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits	limits_graph	limits.graph_edge_weight_increment	true	int		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits	limits_graph	limits.graph_episode_merge_batch	true	int		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
flags	flags_memory	flags.graph_episode_merge_enabled	true	bool		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	feature_gates/direct_chat_service/workers (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits	limits_graph	limits.graph_episode_merge_interval_days	true	int		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits	limits_graph	limits.graph_episode_merge_max_facts_per_cluster	true	int		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits	limits_graph	limits.graph_extract_max_triplets	true	int		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits	limits_graph	limits.graph_facts_per_user_quota	true	int		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
flags	flags_memory	flags.graph_fact_touch_enabled	true	bool		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	feature_gates/direct_chat_service/workers (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits	limits_graph	limits.graph_fact_touch_extend_days	true	int		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits	limits_graph	limits.graph_fact_ttl_days	true	int		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits	limits_graph	limits.graph_fact_weight_archive	true	float		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits	limits_graph	limits.graph_fact_weight_bot	true	float		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits	limits_graph	limits.graph_fact_weight_direct	true	float		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits	limits_graph	limits.graph_memorize_batch_retry_backoff	true	float		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits	limits_graph	limits.graph_memorize_max_batch_retries	true	int		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
flags	flags_memory	flags.graph_mmr_enabled	true	bool		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	feature_gates/direct_chat_service/workers (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits	limits_graph	limits.graph_mmr_fetch_k	true	int		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits	limits_graph	limits.graph_mmr_lambda	true	float		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits	limits_graph	limits.graph_purge_protect_days	true	int		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits	limits_graph	limits.graph_purge_protect_weight	true	float		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits	limits_graph	limits.graph_rag_context_max_chars	true	int		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
flags	flags_memory	flags.graph_rag_enabled	true	bool		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	feature_gates/direct_chat_service/workers (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits	limits_graph	limits.graph_rag_facts_limit	true	int		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
flags	flags_memory	flags.graph_review_enabled	true	bool		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	feature_gates/direct_chat_service/workers (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits	limits_graph	limits.graph_review_interval_days	true	int		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
flags	flags_memory	flags.graph_time_decay_enabled	true	bool		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	feature_gates/direct_chat_service/workers (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits	limits_graph	limits.graph_time_decay_floor	true	float		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits	limits_graph	limits.graph_time_decay_half_life_days	true	float		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits	limits_graph	limits.graph_top_edges_limit	true	int		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits	limits_graph	limits.graph_unconfirmed_retention_days	true	int		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
flags	flags_memory	flags.graph_user_quota_enabled	true	bool		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	feature_gates/direct_chat_service/workers (hot.get|get_chat_param)	hot.get|get_chat_param	OK
keys	keys_groq	keys.groq_api_key	false	str		saveKeyItem/saveBlock	/api/config (global, no X-Chat-Id)	bot_settings	llm_client/llm_probe/status_service (hot.get; BYOK — chat_keys)	hot.get	OK
models	models_extra_providers	models.groq_display_name	false	str		saveBlock/saveConfigItem (global:true)	/api/config (global, no X-Chat-Id)	bot_settings	llm_client/llm_probe/status_service/worker_budget (hot.get)	hot.get	OK
models	models_extra_providers	models.groq_max_concurrency	false	int		saveBlock/saveConfigItem (global:true)	/api/config (global, no X-Chat-Id)	bot_settings	llm_client/llm_probe/status_service/worker_budget (hot.get)	hot.get	OK
models	models_extra_providers	models.groq_max_retries	false	int		saveBlock/saveConfigItem (global:true)	/api/config (global, no X-Chat-Id)	bot_settings	llm_client/llm_probe/status_service/worker_budget (hot.get)	hot.get	OK
models	models_extra_providers	models.groq_min_interval	false	float		saveBlock/saveConfigItem (global:true)	/api/config (global, no X-Chat-Id)	bot_settings	llm_client/llm_probe/status_service/worker_budget (hot.get)	hot.get	OK
models	models_extra_providers	models.groq_timeout	false	float		saveBlock/saveConfigItem (global:true)	/api/config (global, no X-Chat-Id)	bot_settings	llm_client/llm_probe/status_service/worker_budget (hot.get)	hot.get	OK
memory	memory_infinite	memory.infinite_retention	true	bool		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	summary_memory/dream_worker/nostalgia (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits	limits_service	limits.info_cooldown_seconds	true	float		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
keys	keys_llm	keys.intel_bg_api_key	false	str		saveKeyItem/saveBlock	/api/config (global, no X-Chat-Id)	bot_settings	llm_client/llm_probe/status_service (hot.get; BYOK — chat_keys)	hot.get	OK
models	models_extra_providers	models.intel_bg_base_url	false	str		saveBlock/saveConfigItem (global:true)	/api/config (global, no X-Chat-Id)	bot_settings	llm_client/llm_probe/status_service/worker_budget (hot.get)	hot.get	OK
models	models_extra_providers	models.intel_bg_display_name	false	str		saveBlock/saveConfigItem (global:true)	/api/config (global, no X-Chat-Id)	bot_settings	llm_client/llm_probe/status_service/worker_budget (hot.get)	hot.get	OK
models	models_extra_providers	models.intel_bg_model_name	false	str		saveBlock/saveConfigItem (global:true)	/api/config (global, no X-Chat-Id)	bot_settings	llm_client/llm_probe/status_service/worker_budget (hot.get)	hot.get	OK
keys	keys_llm	keys.intel_history_api_key	false	str		saveKeyItem/saveBlock	/api/config (global, no X-Chat-Id)	bot_settings	llm_client/llm_probe/status_service (hot.get; BYOK — chat_keys)	hot.get	OK
models	models_extra_providers	models.intel_history_base_url	false	str		saveBlock/saveConfigItem (global:true)	/api/config (global, no X-Chat-Id)	bot_settings	llm_client/llm_probe/status_service/worker_budget (hot.get)	hot.get	OK
models	models_extra_providers	models.intel_history_display_name	false	str		saveBlock/saveConfigItem (global:true)	/api/config (global, no X-Chat-Id)	bot_settings	llm_client/llm_probe/status_service/worker_budget (hot.get)	hot.get	OK
models	models_extra_providers	models.intel_history_model_name	false	str		saveBlock/saveConfigItem (global:true)	/api/config (global, no X-Chat-Id)	bot_settings	llm_client/llm_probe/status_service/worker_budget (hot.get)	hot.get	OK
keys	keys_llm	keys.intel_reflection_api_key	false	str		saveKeyItem/saveBlock	/api/config (global, no X-Chat-Id)	bot_settings	llm_client/llm_probe/status_service (hot.get; BYOK — chat_keys)	hot.get	OK
models	models_extra_providers	models.intel_reflection_base_url	false	str		saveBlock/saveConfigItem (global:true)	/api/config (global, no X-Chat-Id)	bot_settings	llm_client/llm_probe/status_service/worker_budget (hot.get)	hot.get	OK
models	models_extra_providers	models.intel_reflection_display_name	false	str		saveBlock/saveConfigItem (global:true)	/api/config (global, no X-Chat-Id)	bot_settings	llm_client/llm_probe/status_service/worker_budget (hot.get)	hot.get	OK
models	models_extra_providers	models.intel_reflection_model_name	false	str		saveBlock/saveConfigItem (global:true)	/api/config (global, no X-Chat-Id)	bot_settings	llm_client/llm_probe/status_service/worker_budget (hot.get)	hot.get	OK
flags	flags_relations	flags.irony_filter_enabled	true	bool		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	feature_gates/direct_chat_service/workers (hot.get|get_chat_param)	hot.get|get_chat_param	OK
flags	flags_permsoc	flags.kostik_enabled	true	bool		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	feature_gates/direct_chat_service/workers (hot.get|get_chat_param)	hot.get|get_chat_param	OK
reactions	reactions_kostik	reactions.kostik_replies	true	json	list	saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits	limits_kostik	limits.kostik_reply_probability	true	float		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
reactions	reactions_kostik	reactions.kostik_user_id	true	int		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
reactions	reactions_permsoc	reactions.kucha_enabled	true	bool		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
keys	keys_llm	keys.llm_api_key	false	str		saveKeyItem/saveBlock	/api/config (global, no X-Chat-Id)	bot_settings	llm_client/llm_probe/status_service (hot.get; BYOK — chat_keys)	hot.get	OK
models	models_main	models.llm_base_url	false	str		saveBlock/saveConfigItem (global:true)	/api/config (global, no X-Chat-Id)	bot_settings	llm_client/llm_probe/status_service/worker_budget (hot.get)	hot.get	OK
models	models_llm_guard	models.llm_cb_cooldown_seconds	false	float		saveBlock/saveConfigItem (global:true)	/api/config (global, no X-Chat-Id)	bot_settings	llm_client/llm_probe/status_service/worker_budget (hot.get)	hot.get	OK
flags	flags_service	flags.llm_cb_enabled	true	bool		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	feature_gates/direct_chat_service/workers (hot.get|get_chat_param)	hot.get|get_chat_param	OK
models	models_llm_guard	models.llm_cb_failure_threshold	false	int		saveBlock/saveConfigItem (global:true)	/api/config (global, no X-Chat-Id)	bot_settings	llm_client/llm_probe/status_service/worker_budget (hot.get)	hot.get	OK
models	models_main	models.llm_display_name	false	str		saveBlock/saveConfigItem (global:true)	/api/config (global, no X-Chat-Id)	bot_settings	llm_client/llm_probe/status_service/worker_budget (hot.get)	hot.get	OK
keys	keys_llm	keys.llm_fallback_api_key	false	str		saveKeyItem/saveBlock	/api/config (global, no X-Chat-Id)	bot_settings	llm_client/llm_probe/status_service (hot.get; BYOK — chat_keys)	hot.get	OK
models	models_fallback	models.llm_fallback_base_url	false	str		saveBlock/saveConfigItem (global:true)	/api/config (global, no X-Chat-Id)	bot_settings	llm_client/llm_probe/status_service/worker_budget (hot.get)	hot.get	OK
models	models_fallback	models.llm_fallback_display_name	false	str		saveBlock/saveConfigItem (global:true)	/api/config (global, no X-Chat-Id)	bot_settings	llm_client/llm_probe/status_service/worker_budget (hot.get)	hot.get	OK
models	models_fallback	models.llm_fallback_max_retries	false	int		saveBlock/saveConfigItem (global:true)	/api/config (global, no X-Chat-Id)	bot_settings	llm_client/llm_probe/status_service/worker_budget (hot.get)	hot.get	OK
models	models_fallback	models.llm_fallback_model	false	str		saveBlock/saveConfigItem (global:true)	/api/config (global, no X-Chat-Id)	bot_settings	llm_client/llm_probe/status_service/worker_budget (hot.get)	hot.get	OK
models	models_fallback	models.llm_fallback_timeout_seconds	false	float		saveBlock/saveConfigItem (global:true)	/api/config (global, no X-Chat-Id)	bot_settings	llm_client/llm_probe/status_service/worker_budget (hot.get)	hot.get	OK
models	models_llm_timeouts	models.llm_max_retries	false	int		saveBlock/saveConfigItem (global:true)	/api/config (global, no X-Chat-Id)	bot_settings	llm_client/llm_probe/status_service/worker_budget (hot.get)	hot.get	OK
models	models_main	models.llm_model_name	false	str		saveBlock/saveConfigItem (global:true)	/api/config (global, no X-Chat-Id)	bot_settings	llm_client/llm_probe/status_service/worker_budget (hot.get)	hot.get	OK
models	models_llm_timeouts	models.llm_retry_backoff_base	false	float		saveBlock/saveConfigItem (global:true)	/api/config (global, no X-Chat-Id)	bot_settings	llm_client/llm_probe/status_service/worker_budget (hot.get)	hot.get	OK
models	models_llm_timeouts	models.llm_retry_backoff_cap	false	float		saveBlock/saveConfigItem (global:true)	/api/config (global, no X-Chat-Id)	bot_settings	llm_client/llm_probe/status_service/worker_budget (hot.get)	hot.get	OK
models	models_llm_timeouts	models.llm_retry_jitter_max	false	float		saveBlock/saveConfigItem (global:true)	/api/config (global, no X-Chat-Id)	bot_settings	llm_client/llm_probe/status_service/worker_budget (hot.get)	hot.get	OK
models	models_llm_timeouts	models.llm_timeout	false	float		saveBlock/saveConfigItem (global:true)	/api/config (global, no X-Chat-Id)	bot_settings	llm_client/llm_probe/status_service/worker_budget (hot.get)	hot.get	OK
models	models_llm_guard	models.llm_total_budget	false	float		saveBlock/saveConfigItem (global:true)	/api/config (global, no X-Chat-Id)	bot_settings	llm_client/llm_probe/status_service/worker_budget (hot.get)	hot.get	OK
flags	flags_lore	flags.lore_auto_enabled	true	bool		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	feature_gates/direct_chat_service/workers (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits	limits_lore	limits.lore_generate_cooldown	true	int		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
flags	flags_lore	flags.lore_inject_enabled	true	bool		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	feature_gates/direct_chat_service/workers (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits	limits_lore	limits.lore_inject_max_chars	true	int		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits	limits_lore	limits.lore_max_words	true	int		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits	limits_lore	limits.lore_min_messages	true	int		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits	limits_lore	limits.lore_min_message_chars	true	int		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits	limits_lore	limits.lore_tick_minutes	true	int		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits	limits_lore	limits.lore_window_max_chars	true	int		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits	limits_lore	limits.lore_window_max_messages	true	int		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
flags	flags_lore	flags.lore_worker_enabled	true	bool		saveBlock/saveConfigItem	/api/config (X-Chat-Id)	chat_profiles.chat_params.overrides	feature_gates/direct_chat_service/workers (hot.get|get_chat_param)	hot.get|get_chat_param	OK
