internal_key	display_name	description	data_type	current_value	default_value	scope	inheritance	read_api	write_api	validation	permissions	category	group	per_chat	secret	hidden	ui_visibility	widget	storage	runtime_consumer	read_fn	status
limits.chat_budget_reserve_ratio	Доля бюджета: Reserve	Запасной резерв бюджета. Больше — запас на непредвиденное.	float	runtime	-	global|chat|direct	global → chat(override)	GET /api/config; GET /api/config/params-meta	POST /api/config (X-Chat-Id); DELETE /api/config/chat/{key} (сброс override)	float	view: role-matrix; edit: local_admin/global_admin	limits	limits_chat_budgets	true	false	false	visible	-	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits.chat_budget_response_ratio	Доля бюджета: Response	Доля контекста на сам ответ. Больше — место под ответ.	float	runtime	-	global|chat|direct	global → chat(override)	GET /api/config; GET /api/config/params-meta	POST /api/config (X-Chat-Id); DELETE /api/config/chat/{key} (сброс override)	float	view: role-matrix; edit: local_admin/global_admin	limits	limits_chat_budgets	true	false	false	visible	-	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits.chat_budget_target_ratio	Доля бюджета: Target	Доля контекста на целевое сообщение. Больше — важнее само сообщение.	float	runtime	-	global|chat|direct	global → chat(override)	GET /api/config; GET /api/config/params-meta	POST /api/config (X-Chat-Id); DELETE /api/config/chat/{key} (сброс override)	float	view: role-matrix; edit: local_admin/global_admin	limits	limits_chat_budgets	true	false	false	visible	-	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits.chat_budget_thread_ratio	Доля бюджета: Thread	Доля контекста на ветку. Больше — важнее ветка.	float	runtime	-	global|chat|direct	global → chat(override)	GET /api/config; GET /api/config/params-meta	POST /api/config (X-Chat-Id); DELETE /api/config/chat/{key} (сброс override)	float	view: role-matrix; edit: local_admin/global_admin	limits	limits_chat_budgets	true	false	false	visible	-	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits.chat_burst_limit	Обращений подряд до кулдауна	Сколько обращений подряд без перерыва разрешено. Меньше — бот чаще уходит в паузу.	int	runtime	-	global|chat|direct	global → chat(override)	GET /api/config; GET /api/config/params-meta	POST /api/config (X-Chat-Id); DELETE /api/config/chat/{key} (сброс override)	int	view: role-matrix; edit: local_admin/global_admin	limits	limits_chat	true	false	false	visible	-	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits.chat_context_budget_tokens	Контекст: общий бюджет, слов (кусочков текста)	Суммарный потолок текста на ответ в прямом чате (все блоки вместе). 0 — не задано (глобальный дефолт); −1 — безлимит (агрегатное усечение не применяется, потолки отдельных блоков действуют). Должен быть не меньше суммы …	int	runtime	-	global|chat|direct	global → chat(override)	GET /api/config; GET /api/config/params-meta	POST /api/config (X-Chat-Id); DELETE /api/config/chat/{key} (сброс override)	int	view: role-matrix; edit: local_admin/global_admin	limits	limits_chat_context	true	false	false	visible	-	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits.chat_context_fill_ratio	Порог заполнения окна (доля)	При заполнении доли окна бот начинает сжимать контекст. Меньше — раньше сжимает.	float	runtime	-	global|chat|direct	global → chat(override)	GET /api/config; GET /api/config/params-meta	POST /api/config (X-Chat-Id); DELETE /api/config/chat/{key} (сброс override)	float	view: role-matrix; edit: local_admin/global_admin	limits	limits_chat	true	false	false	visible	-	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits.chat_cooldown_seconds	Кулдаун direct_chat, сек	Пауза между ответами в прямом чате. Больше — бот реже отвечает.	float	runtime	-	global|chat|direct	global → chat(override)	GET /api/config; GET /api/config/params-meta	POST /api/config (X-Chat-Id); DELETE /api/config/chat/{key} (сброс override)	float	view: role-matrix; edit: local_admin/global_admin	limits	limits_chat	true	false	false	visible	-	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits.chat_current_question_max_chars	Макс. длина текущего вопроса (символов)	Максимальная длина блока текущего вопроса. Больше — длиннее вопросы видит бот, но дороже.	int	runtime	-	global|chat|direct	global → chat(override)	GET /api/config; GET /api/config/params-meta	POST /api/config (X-Chat-Id); DELETE /api/config/chat/{key} (сброс override)	int	view: role-matrix; edit: local_admin/global_admin	limits	limits_chat	true	false	false	visible	-	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits.chat_dedup_ttl_seconds	Срок жизни записи о повторе, сек	Как долго помнить одинаковые сообщения подряд. Больше — дольше дедуп.	int	runtime	-	global|chat|direct	global → chat(override)	GET /api/config; GET /api/config/params-meta	POST /api/config (X-Chat-Id); DELETE /api/config/chat/{key} (сброс override)	int	view: role-matrix; edit: local_admin/global_admin	limits	limits_chat	true	false	false	visible	-	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits.chat_direct_reply_ttl_days	Срок жизни фактов прямых ответов, дней	Сколько дней помнить, что бот уже отвечал человеку. Пусто = 30 (дефолт), 0 = вечно. Больше — дольше помнит.	int	runtime	-	global|chat|direct	global → chat(override)	GET /api/config; GET /api/config/params-meta	POST /api/config (X-Chat-Id); DELETE /api/config/chat/{key} (сброс override)	int	view: role-matrix; edit: local_admin/global_admin	limits	limits_chat	true	false	false	visible	-	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits.chat_global_context_limit	Сообщений фона <Global_Context>	Сколько сообщений бот помнит из фона разговора. Больше — контекстнее, но дороже.	int	runtime	-	global|chat|direct	global → chat(override)	GET /api/config; GET /api/config/params-meta	POST /api/config (X-Chat-Id); DELETE /api/config/chat/{key} (сброс override)	int	view: role-matrix; edit: local_admin/global_admin	limits	limits_chat	true	false	false	visible	-	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits.chat_global_context_max_chars	Потолок <Global_Context>, символов	Максимальный размер фона разговора. Больше — точнее, но дороже.	int	runtime	-	global|chat|direct	global → chat(override)	GET /api/config; GET /api/config/params-meta	POST /api/config (X-Chat-Id); DELETE /api/config/chat/{key} (сброс override)	int	view: role-matrix; edit: local_admin/global_admin	limits	limits_chat	true	false	false	visible	-	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits.chat_global_context_max_tokens	Контекст: фон разговора, слов (кусочков текста)	Сколько памяти бот видит в одном ответе (фон: свежий хвост + конспект). 0 — не задано (глобальный дефолт); −1 — безлимит (ограничен только потолком безопасности). Больше — помнит шире, но дороже.	int	runtime	-	global|chat|direct	global → chat(override)	GET /api/config; GET /api/config/params-meta	POST /api/config (X-Chat-Id); DELETE /api/config/chat/{key} (сброс override)	int	view: role-matrix; edit: local_admin/global_admin	limits	limits_chat_context	true	false	false	visible	-	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits.chat_global_key_budget_requests	Лимит вызовов общего ключа в сутки (чат)	Сколько ответов (вызовов нейросети) на общем ключе доступно этому чату за сутки. 0 — общий ключ чату запрещён; −1 — безлимит. По умолчанию 100; исчерпан — бот честно скажет, что лимит. Своими ключами чат не ограничен — …	int	runtime	-	global|chat|direct	global → chat(override)	GET /api/config; GET /api/config/params-meta	POST /api/config (X-Chat-Id); DELETE /api/config/chat/{key} (сброс override)	int	view: role-matrix; edit: local_admin/global_admin	limits	limits_chat_key	true	false	false	visible	-	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits.chat_global_key_budget_tokens	Лимит слов общего ключа в сутки (чат)	Сколько слов (кусочков текста) бот может потратить на ответы этому чату за сутки, пока у чата нет своего ключа. 0 — общий ключ чату запрещён; −1 — безлимит (не считать). Исчерпан — бот ответит заглушкой.	int	runtime	-	global|chat|direct	global → chat(override)	GET /api/config; GET /api/config/params-meta	POST /api/config (X-Chat-Id); DELETE /api/config/chat/{key} (сброс override)	int	view: role-matrix; edit: local_admin/global_admin	limits	limits_chat_key	true	false	false	visible	-	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits.chat_level2_max_chars	Макс. длина широкого фона (символов)	Сколько символов широкого фона показывать в Global_Context. Больше — глубже история, но дороже.	int	runtime	-	global|chat|direct	global → chat(override)	GET /api/config; GET /api/config/params-meta	POST /api/config (X-Chat-Id); DELETE /api/config/chat/{key} (сброс override)	int	view: role-matrix; edit: local_admin/global_admin	limits	limits_chat	true	false	false	visible	-	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits.chat_level2_min_raw_count	Порог сжатия конспекта в широкий фон (сообщений)	Сколько сообщений покрывал конспект, чтобы он сжимался в широкий уровень. Меньше — уровни строятся раньше.	int	runtime	-	global|chat|direct	global → chat(override)	GET /api/config; GET /api/config/params-meta	POST /api/config (X-Chat-Id); DELETE /api/config/chat/{key} (сброс override)	int	view: role-matrix; edit: local_admin/global_admin	limits	limits_chat	true	false	false	visible	-	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits.chat_lock_max_entries	Потолок словаря замков	Технический: сколько чатов держать в памяти замков. Обычно не трогать.	int	runtime	-	global|chat|direct	global → chat(override)	GET /api/config; GET /api/config/params-meta	POST /api/config (X-Chat-Id); DELETE /api/config/chat/{key} (сброс override)	int	view: role-matrix; edit: local_admin/global_admin	limits	limits_chat	true	false	false	visible	-	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits.chat_lock_wait_seconds	Таймаут per-chat замка, сек	Сколько ждать, пока чат освободится. Больше — терпеливее, но дольше тишина.	float	runtime	-	global|chat|direct	global → chat(override)	GET /api/config; GET /api/config/params-meta	POST /api/config (X-Chat-Id); DELETE /api/config/chat/{key} (сброс override)	float	view: role-matrix; edit: local_admin/global_admin	limits	limits_chat	true	false	false	visible	-	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits.chat_map_participants_cap	Потолок строк карты участников	Сколько участников максимум в карте имён. Больше — полнее, но дороже.	int	runtime	-	global|chat|direct	global → chat(override)	GET /api/config; GET /api/config/params-meta	POST /api/config (X-Chat-Id); DELETE /api/config/chat/{key} (сброс override)	int	view: role-matrix; edit: local_admin/global_admin	limits	limits_chat	true	false	false	visible	-	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits.chat_map_participants_hours	Период активных участников карты, часов	За сколько часов сообщений считаются «активные участники» для карты имён. Больше — карта шире, но дороже.	int	runtime	-	global|chat|direct	global → chat(override)	GET /api/config; GET /api/config/params-meta	POST /api/config (X-Chat-Id); DELETE /api/config/chat/{key} (сброс override)	int	view: role-matrix; edit: local_admin/global_admin	limits	limits_chat	true	false	false	visible	-	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits.chat_rag_dedup_overlap_ratio	Порог совпадения факта с фоном, доля	Доля слов факта, уже найденных в фоне, после которой факт не повторяется в блоке памяти.	float	runtime	-	global|chat|direct	global → chat(override)	GET /api/config; GET /api/config/params-meta	POST /api/config (X-Chat-Id); DELETE /api/config/chat/{key} (сброс override)	float	view: role-matrix; edit: local_admin/global_admin	limits	limits_rag	true	false	false	visible	-	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits.chat_running_summary_tail	Хвост бегущего конспекта	Сколько последних сообщений всегда держать рядом с конспектом. Больше — живее, но дороже.	int	runtime	-	global|chat|direct	global → chat(override)	GET /api/config; GET /api/config/params-meta	POST /api/config (X-Chat-Id); DELETE /api/config/chat/{key} (сброс override)	int	view: role-matrix; edit: local_admin/global_admin	limits	limits_chat	true	false	false	visible	-	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits.chat_silence_after_cooldowns	Кулдаунов подряд до молчания	Сколько кулдаунов подряд до «молчания». Меньше — бот быстрее замолкает.	int	runtime	-	global|chat|direct	global → chat(override)	GET /api/config; GET /api/config/params-meta	POST /api/config (X-Chat-Id); DELETE /api/config/chat/{key} (сброс override)	int	view: role-matrix; edit: local_admin/global_admin	limits	limits_chat_behavior	true	false	false	visible	-	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits.chat_style_anchor_max_chars	Обрезка якоря, символов	Длина одной фразы-якоря. Больше — полнее, но дороже.	int	runtime	-	global|chat|direct	global → chat(override)	GET /api/config; GET /api/config/params-meta	POST /api/config (X-Chat-Id); DELETE /api/config/chat/{key} (сброс override)	int	view: role-matrix; edit: local_admin/global_admin	limits	limits_chat_behavior	true	false	false	visible	-	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits.chat_style_anchors_count	Число стилевых якорей	Сколько фраз помнить для копирования стиля. Больше — точнее, но дороже.	int	runtime	-	global|chat|direct	global → chat(override)	GET /api/config; GET /api/config/params-meta	POST /api/config (X-Chat-Id); DELETE /api/config/chat/{key} (сброс override)	int	view: role-matrix; edit: local_admin/global_admin	limits	limits_chat_behavior	true	false	false	visible	-	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits.chat_temperature_balanced	Креативность (Сбалансированный режим)	Насколько свободно отвечает в режиме «сбалансированный». Больше — креативнее.	float	runtime	-	global|chat|direct	global → chat(override)	GET /api/config; GET /api/config/params-meta	POST /api/config (X-Chat-Id); DELETE /api/config/chat/{key} (сброс override)	float	view: role-matrix; edit: local_admin/global_admin	limits	limits_temperature	true	false	false	visible	-	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits.chat_temperature_chatty	Креативность (Болтливый режим)	Насколько вольные ответы в режиме «болтливый». Больше — креативнее и непредсказуемее.	float	runtime	-	global|chat|direct	global → chat(override)	GET /api/config; GET /api/config/params-meta	POST /api/config (X-Chat-Id); DELETE /api/config/chat/{key} (сброс override)	float	view: role-matrix; edit: local_admin/global_admin	limits	limits_temperature	true	false	false	visible	-	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits.chat_temperature_precise	Креативность (Точный режим)	Насколько строго бот отвечает в режиме «точный». Больше — свободнее, меньше — суше.	float	runtime	-	global|chat|direct	global → chat(override)	GET /api/config; GET /api/config/params-meta	POST /api/config (X-Chat-Id); DELETE /api/config/chat/{key} (сброс override)	float	view: role-matrix; edit: local_admin/global_admin	limits	limits_temperature	true	false	false	visible	-	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits.chat_temperature_preset_default	Режим креативности по умолчанию	Какой режим свободы ответов используется по умолчанию. Точный — строже, болтливый — вольнее.	str	runtime	-	global|chat|direct	global → chat(override)	GET /api/config; GET /api/config/params-meta	POST /api/config (X-Chat-Id); DELETE /api/config/chat/{key} (сброс override)	str; one-of[precise|balanced|chatty]	view: role-matrix; edit: local_admin/global_admin	limits	limits_temperature	true	false	false	visible	select	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits.chat_thread_max_chars	Потолок <Conversation_Thread>, символов	Максимальный размер ветки. Больше — точнее, но дороже.	int	runtime	-	global|chat|direct	global → chat(override)	GET /api/config; GET /api/config/params-meta	POST /api/config (X-Chat-Id); DELETE /api/config/chat/{key} (сброс override)	int	view: role-matrix; edit: local_admin/global_admin	limits	limits_chat	true	false	false	visible	-	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits.chat_thread_max_depth	Глубина <Conversation_Thread>	Сколько последних сообщений видеть в ветке. Больше — контекстнее, но дороже.	int	runtime	-	global|chat|direct	global → chat(override)	GET /api/config; GET /api/config/params-meta	POST /api/config (X-Chat-Id); DELETE /api/config/chat/{key} (сброс override)	int	view: role-matrix; edit: local_admin/global_admin	limits	limits_chat	true	false	false	visible	-	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits.chat_thread_max_tokens	Контекст: ветка ответов, слов (кусочков текста)	Размер ветки (reply-цепочки), которую бот видит в ответе. 0 — не задано (глобальный дефолт); −1 — безлимит (в пределах потолка безопасности). Больше — точнее, но дороже.	int	runtime	-	global|chat|direct	global → chat(override)	GET /api/config; GET /api/config/params-meta	POST /api/config (X-Chat-Id); DELETE /api/config/chat/{key} (сброс override)	int	view: role-matrix; edit: local_admin/global_admin	limits	limits_chat_context	true	false	false	visible	-	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits.chat_timezone	Часовой пояс чата	Часовой пояс, в котором бот называет текущее время в диалоге. Пусто — берётся пояс саммари. Меняется, если чат живёт в другом поясе.	str	runtime	-	global|chat|direct	global → chat(override)	GET /api/config; GET /api/config/params-meta	POST /api/config (X-Chat-Id); DELETE /api/config/chat/{key} (сброс override)	str; one-of[|Europe/Kaliningrad|Europe/Moscow|Europe/Kyiv|Asia/Yekaterinburg|Asia/Almaty|Asia/Tbilisi|Asia/Novosibirsk|Asia/Krasnoyarsk|Asia/Dubai|Asia/Vladivostok|Europe/Berlin|UTC]	view: role-matrix; edit: local_admin/global_admin	limits	limits_chat_behavior	true	false	false	visible	select	bot_settings + chat_profiles.chat_params.overrides	ConfigCache / hot.get|get_chat_param	hot.get|get_chat_param	new
limits.checkup_cooldown_seconds	Кулдаун чекапа, сек	Пауза между запросами сводки о здоровье. Больше — реже чекап.	float	runtime	-	global|chat|direct	global → chat(override)	GET /api/config; GET /api/config/params-meta	POST /api/config (X-Chat-Id); DELETE /api/config/chat/{key} (сброс override)	float	view: role-matrix; edit: local_admin/global_admin	limits	limits_checkup	true	false	false	visible	-	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits.checkup_max_input_symbols	Потолок входа чекапа, символов	Сколько данных максимум берётся для сводки. Больше — полнее, но дороже.	int	runtime	-	global|chat|direct	global → chat(override)	GET /api/config; GET /api/config/params-meta	POST /api/config (X-Chat-Id); DELETE /api/config/chat/{key} (сброс override)	int	view: role-matrix; edit: local_admin/global_admin	limits	limits_checkup	true	false	false	visible	-	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits.checkup_max_symbols	Длина ответа чекапа, символов	Максимальная длина сводки о здоровье. Больше — подробнее, но дольше и дороже.	int	runtime	-	global|chat|direct	global → chat(override)	GET /api/config; GET /api/config/params-meta	POST /api/config (X-Chat-Id); DELETE /api/config/chat/{key} (сброс override)	int	view: role-matrix; edit: local_admin/global_admin	limits	limits_checkup	true	false	false	visible	-	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits.common_cooldown	Общий кулдаун common-медиа, сек	Общая пауза между любыми медиа-реакциями. Больше — бот спокойнее.	float	runtime	-	global|chat|direct	global → chat(override)	GET /api/config; GET /api/config/params-meta	POST /api/config (X-Chat-Id); DELETE /api/config/chat/{key} (сброс override)	float	view: role-matrix; edit: local_admin/global_admin	limits	limits_media_permsoc	true	false	false	visible	-	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits.danger_cooldown	Кулдаун danger-медиа, сек	Пауза между danger-медиа. Больше — реже опасные реакции.	float	runtime	-	global|chat|direct	global → chat(override)	GET /api/config; GET /api/config/params-meta	POST /api/config (X-Chat-Id); DELETE /api/config/chat/{key} (сброс override)	float	view: role-matrix; edit: local_admin/global_admin	limits	limits_media_permsoc	true	false	false	visible	-	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits.db_wal_checkpoint_hours	Период сжатия журнала базы, часов	Технический: как часто ужимать журнал БД. Обычно не трогать.	int	runtime	-	global|chat|direct	global → chat(override)	GET /api/config; GET /api/config/params-meta	POST /api/config (X-Chat-Id); DELETE /api/config/chat/{key} (сброс override)	int	view: role-matrix; edit: local_admin/global_admin	limits	limits_service	true	false	false	visible	-	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits.dead_page_caption_max_chars	Макс. символов капшна dead page	Максимальная длина подписи под постом. Больше — длиннее подпись.	int	runtime	-	global|chat|direct	global → chat(override)	GET /api/config; GET /api/config/params-meta	POST /api/config (X-Chat-Id); DELETE /api/config/chat/{key} (сброс override)	int	view: role-matrix; edit: local_admin/global_admin	limits	limits_deadpage	true	false	false	visible	-	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits.dead_page_cooldown	Кулдаун dead page, сек	Пауза между постами dead page. Больше — бот постит реже.	float	runtime	-	global|chat|direct	global → chat(override)	GET /api/config; GET /api/config/params-meta	POST /api/config (X-Chat-Id); DELETE /api/config/chat/{key} (сброс override)	float	view: role-matrix; edit: local_admin/global_admin	limits	limits_deadpage	true	false	false	visible	-	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits.dead_page_max_forward_retries	Ретраи подбора dead page	Сколько раз бот подбирает другой пост, если не нашёл подходящий. Больше — надёжнее.	int	runtime	-	global|chat|direct	global → chat(override)	GET /api/config; GET /api/config/params-meta	POST /api/config (X-Chat-Id); DELETE /api/config/chat/{key} (сброс override)	int	view: role-matrix; edit: local_admin/global_admin	limits	limits_deadpage	true	false	false	visible	-	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits.deep_sleep_max_paradigms_per_run	Глубокий сон: парадигм за прогон	Потолок новых мета-фактов (парадигм) за один прогон глубокого сна (3).	int	runtime	-	global|chat|direct	global → chat(override)	GET /api/config; GET /api/config/params-meta	POST /api/config (X-Chat-Id); DELETE /api/config/chat/{key} (сброс override)	int	view: role-matrix; edit: local_admin/global_admin	limits	limits_memory	true	false	false	visible	-	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits.deep_sleep_tokens_per_day	Глубокий сон: слов в сутки (денежный)	Суточный запас текста на глубокий сон (40000). Больше — глубже обобщения, больше расход.	int	runtime	-	global|chat|direct	global → chat(override)	GET /api/config; GET /api/config/params-meta	POST /api/config (X-Chat-Id); DELETE /api/config/chat/{key} (сброс override)	int	view: role-matrix; edit: local_admin/global_admin	limits	limits_memory	true	false	false	visible	-	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits.deep_sleep_top_k	Глубокий сон: кандидатов из памяти	Сколько найденных памятью фактов глубокий сон берёт на разбор за раз (20; ограничивает стоимость поиска по всей базе).	int	runtime	-	global|chat|direct	global → chat(override)	GET /api/config; GET /api/config/params-meta	POST /api/config (X-Chat-Id); DELETE /api/config/chat/{key} (сброс override)	int	view: role-matrix; edit: local_admin/global_admin	limits	limits_memory	true	false	false	visible	-	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits.dig_graph_hop_depth	dig_into_lore: глубина граф-обхода имён	На сколько ходов BFS по рёбрам графа расширять запрос именами людей (2).	int	runtime	-	global|chat|direct	global → chat(override)	GET /api/config; GET /api/config/params-meta	POST /api/config (X-Chat-Id); DELETE /api/config/chat/{key} (сброс override)	int	view: role-matrix; edit: local_admin/global_admin	limits	limits_memory	true	false	false	visible	-	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits.dig_max_facts	dig_into_lore: фактов графа	Сколько строк «факт дата: текст» возвращает инструмент (3).	int	runtime	-	global|chat|direct	global → chat(override)	GET /api/config; GET /api/config/params-meta	POST /api/config (X-Chat-Id); DELETE /api/config/chat/{key} (сброс override)	int	view: role-matrix; edit: local_admin/global_admin	limits	limits_memory	true	false	false	visible	-	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits.dig_max_snippets	dig_into_lore: сниппетов переписки	Сколько датированных строк переписки возвращает инструмент (8).	int	runtime	-	global|chat|direct	global → chat(override)	GET /api/config; GET /api/config/params-meta	POST /api/config (X-Chat-Id); DELETE /api/config/chat/{key} (сброс override)	int	view: role-matrix; edit: local_admin/global_admin	limits	limits_memory	true	false	false	visible	-	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits.dig_max_symbols	dig_into_lore: потолок результата, символов	Обрезка результата копания (3500). Больше — полнее, но дороже.	int	runtime	-	global|chat|direct	global → chat(override)	GET /api/config; GET /api/config/params-meta	POST /api/config (X-Chat-Id); DELETE /api/config/chat/{key} (сброс override)	int	view: role-matrix; edit: local_admin/global_admin	limits	limits_memory	true	false	false	visible	-	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits.dig_year_back_window_days	dig_into_lore: окно «N лет назад», дней	Диапазон вокруг даты «N лет назад» в запросе без явного года (2 дня).	int	runtime	-	global|chat|direct	global → chat(override)	GET /api/config; GET /api/config/params-meta	POST /api/config (X-Chat-Id); DELETE /api/config/chat/{key} (сброс override)	int	view: role-matrix; edit: local_admin/global_admin	limits	limits_memory	true	false	false	visible	-	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits.download_cooldown	Кулдаун скачивания, сек	Пауза между командами скачивания. Больше — реже можно качать.	float	runtime	-	global|chat|direct	global → chat(override)	GET /api/config; GET /api/config/params-meta	POST /api/config (X-Chat-Id); DELETE /api/config/chat/{key} (сброс override)	float	view: role-matrix; edit: local_admin/global_admin	limits	limits_media_download	true	false	false	visible	-	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
limits.embed_cache_max_rows	Потолок строк кэша эмбеддингов	Сколько «отпечатков» максимум хранить. Больше — больше попаданий, но тяжелее.	int	runtime	-	global|chat|direct	global → chat(override)	GET /api/config; GET /api/config/params-meta	POST /api/config (X-Chat-Id); DELETE /api/config/chat/{key} (сброс override)	int	view: role-matrix; edit: local_admin/global_admin	limits	limits_memory	true	false	false	visible	-	chat_profiles.chat_params.overrides	workers/RAG/direct_chat_service (hot.get|get_chat_param)	hot.get|get_chat_param	OK
